cache,num_banks,target_banks,bank,occupancy_pct,capacity_per_bank_lines,mean_capacity_normalized_delta_pct,ci95_capacity_normalized_delta_pct,mean_aggregate_raw_delta_misses,ci95_aggregate_raw_delta_misses,mean_aggregate_excess_miss_rate_pct,ci95_aggregate_excess_miss_rate_pct
scatter,4,"0,1,2,3",1,1,32768,0.0,0.0,0.0,0.0,0.0,0.0
scatter,4,"0,1,2,3",2,1,32768,0.0,0.0,0.0,0.0,0.0,0.0
scatter,4,"0,1,2,3",3,1,32768,0.0,0.0,0.0,0.0,0.0,0.0
scatter,4,"0,1,2,3",0,2,32768,0.0,0.0,0.01,0.0196,0.0003815337657382678,0.0007478061808470049
scatter,4,"0,1,2,3",1,2,32768,0.0,0.0,0.01,0.0196,0.0003815337657382678,0.0007478061808470049
scatter,4,"0,1,2,3",2,2,32768,3.0517578125e-05,5.9814453125000006e-05,0.01,0.0196,0.0003815337657382678,0.0007478061808470049
scatter,4,"0,1,2,3",3,2,32768,0.0,0.0,0.01,0.0196,0.0003815337657382678,0.0007478061808470049
scatter,4,"0,1,2,3",0,5,32768,0.00018310546875,0.00034867156628011237,0.25,0.1725749141969974,0.0038150465435678317,0.0026335253196550805
scatter,4,"0,1,2,3",1,5,32768,0.0001220703125,0.00023925781250000002,0.25,0.1725749141969974,0.0038150465435678317,0.0026335253196550805
scatter,4,"0,1,2,3",2,5,32768,0.000213623046875,0.00022899302033019871,0.25,0.1725749141969974,0.0038150465435678317,0.0026335253196550805
scatter,4,"0,1,2,3",3,5,32768,0.000244140625,0.00025047443147375423,0.25,0.1725749141969974,0.0038150465435678317,0.0026335253196550805
scatter,4,"0,1,2,3",0,10,32768,0.0013427734375,0.0010764587419453194,1.84,0.7678568300895365,0.014038300144960705,0.005858372091932071
scatter,4,"0,1,2,3",1,10,32768,0.002166748046875,0.001169696278886513,1.84,0.7678568300895365,0.014038300144960705,0.005858372091932071
scatter,4,"0,1,2,3",2,10,32768,0.001007080078125,0.0011934308673572905,1.84,0.7678568300895365,0.014038300144960705,0.005858372091932071
scatter,4,"0,1,2,3",3,10,32768,0.0010986328125,0.0011036446494983793,1.84,0.7678568300895365,0.014038300144960705,0.005858372091932071
scatter,4,"0,1,2,3",0,15,32768,0.0067138671875,0.0029413764580904986,5.16,1.7715116384750413,0.026246185147507633,0.009010740785732661
scatter,4,"0,1,2,3",1,15,32768,0.0006103515625,0.002994948974820315,5.16,1.7715116384750413,0.026246185147507633,0.009010740785732661
scatter,4,"0,1,2,3",2,15,32768,0.0048828125,0.0028817981038908843,5.16,1.7715116384750413,0.026246185147507633,0.009010740785732661
scatter,4,"0,1,2,3",3,15,32768,0.0035400390625,0.0025072247456744386,5.16,1.7715116384750413,0.026246185147507633,0.009010740785732661
scatter,4,"0,1,2,3",0,20,32768,0.012603759765625,0.005762752800021467,12.86,3.611808110164003,0.04905775539787898,0.013778164759914557
scatter,4,"0,1,2,3",1,20,32768,0.00970458984375,0.004945874554787411,12.86,3.611808110164003,0.04905775539787898,0.013778164759914557
scatter,4,"0,1,2,3",2,20,32768,0.011962890625,0.005995132599695451,12.86,3.611808110164003,0.04905775539787898,0.013778164759914557
scatter,4,"0,1,2,3",3,20,32768,0.004974365234375,0.0049233728756187065,12.86,3.611808110164003,0.04905775539787898,0.013778164759914557
scatter,4,"0,1,2,3",0,25,32768,0.02862548828125,0.007875296625658236,37.24,5.725127944263063,0.1136474609375,0.01747170393146687
scatter,4,"0,1,2,3",1,25,32768,0.029693603515625,0.007989682145415912,37.24,5.725127944263063,0.1136474609375,0.01747170393146687
scatter,4,"0,1,2,3",2,25,32768,0.024627685546875,0.009147977590486708,37.24,5.725127944263063,0.1136474609375,0.01747170393146687
scatter,4,"0,1,2,3",3,25,32768,0.03070068359375,0.009891493364287327,37.24,5.725127944263063,0.1136474609375,0.01747170393146687
scatter,4,"0,1,2,3",0,30,32768,0.049530029296875,0.011745478765613134,60.6,7.471823673648958,0.15411612115663387,0.019002120174077354
scatter,4,"0,1,2,3",1,30,32768,0.0399169921875,0.012773913095152958,60.6,7.471823673648958,0.15411612115663387,0.019002120174077354
scatter,4,"0,1,2,3",2,30,32768,0.0467529296875,0.011022645582468219,60.6,7.471823673648958,0.15411612115663387,0.019002120174077354
scatter,4,"0,1,2,3",3,30,32768,0.048736572265625,0.011532350094139715,60.6,7.471823673648958,0.15411612115663387,0.019002120174077354
scatter,4,"0,1,2,3",0,35,32768,0.057830810546875,0.016092486489053988,92.44,10.853499430193569,0.20150408719346052,0.0236588543437462
scatter,4,"0,1,2,3",1,35,32768,0.07598876953125,0.01614855965150094,92.44,10.853499430193569,0.20150408719346052,0.0236588543437462
scatter,4,"0,1,2,3",2,35,32768,0.0804443359375,0.01803143352391575,92.44,10.853499430193569,0.20150408719346052,0.0236588543437462
scatter,4,"0,1,2,3",3,35,32768,0.067840576171875,0.016322926344103938,92.44,10.853499430193569,0.20150408719346052,0.0236588543437462
scatter,4,"0,1,2,3",0,40,32768,0.095458984375,0.021459076128676306,123.08,12.921794048502676,0.23476005188067448,0.02464674229133798
scatter,4,"0,1,2,3",1,40,32768,0.09356689453125,0.021199867973015128,123.08,12.921794048502676,0.23476005188067448,0.02464674229133798
scatter,4,"0,1,2,3",2,40,32768,0.089080810546875,0.020339525224010176,123.08,12.921794048502676,0.23476005188067448,0.02464674229133798
scatter,4,"0,1,2,3",3,40,32768,0.097503662109375,0.02138455952164475,123.08,12.921794048502676,0.23476005188067448,0.02464674229133798
